centrality,bin_low,bin_high,bin_center,bin_width,counts,dN_dpT_per_event,invariant_yield_proxy
5-10%,0.17314222603882545,0.18601739756544516,0.1795798118021353,0.012875171526619711,5257,17752.401738395525,9833.310534969361
5-10%,0.18601739756544516,0.1998499903152546,0.19293369394034987,0.013832592749809441,5244,16482.81013717699,8498.129123404899
5-10%,0.1998499903152546,0.21471119987556828,0.20728059509541144,0.01486120956031367,4960,14511.078189014634,6963.718137458787
5-10%,0.21471119987556828,0.23067751606734677,0.22269435797145753,0.01596631619177849,4585,12485.524130456992,5576.962357051657
5-10%,0.23067751606734677,0.2478311166340605,0.23925431635070363,0.017153600566713723,4160,10544.11664268117,4383.798351626093
5-10%,0.2478311166340605,0.2662602902059753,0.25704570342001787,0.018429173571914814,4099,9670.3951812545,3742.2605549104264
5-10%,0.2662602902059753,0.2860598907168336,0.27616009046140444,0.019799600510858273,4072,8941.770222271776,3220.792440737744
5-10%,0.2860598907168336,0.30733182561178773,0.29669585816431066,0.02127193489495416,3875,7920.213262289053,2655.3730367909266
5-10%,0.30733182561178773,0.33018558035936524,0.3187587029855765,0.022853754747577504,4034,7674.507155828193,2394.9066688295416
5-10%,0.33018558035936524,0.35473878196710024,0.34246218116323274,0.024553201607734998,4184,7408.933726221381,2152.0048242318617
5-10%,0.35473878196710024,0.381117804401214,0.3679282931841571,0.026379022434113775,4289,7069.187697736992,1911.2014939146711
5-10%,0.381117804401214,0.4094584190264065,0.3952881117138103,0.028340614625192495,4616,7081.556092841789,1782.0303462830577
5-10%,0.4094584190264065,0.43990649341353694,0.4246824562199717,0.03044807438713043,4867,6949.821948070881,1627.8317193880962
5-10%,0.43990649341353694,0.47261874211191646,0.4562626177627267,0.03271224869837952,5040,6698.7273422589205,1460.4192950502845
5-10%,0.47261874211191646,0.5077635332503974,0.4901911376811569,0.0351447911384809,5220,6457.757021370661,1310.4377459008315
5-10%,0.5077635332503974,0.5455217551187899,0.5266426441845936,0.037758221868392505,5103,5876.059682861253,1109.8654309963229
5-10%,0.5455217551187899,0.5860877471898521,0.5658047511543209,0.04056599207106226,5074,5438.266991368493,956.0796720997714
5-10%,0.5860877471898521,0.6296703003737725,0.6078790237818124,0.04358255318392035,4613,4601.961168839973,753.0536908696749
5-10%,0.6296703003737725,0.676493731653399,0.6530820160135857,0.046823431279626515,4363,4051.2975446216833,617.0588210520276
5-10%,0.676493731653399,0.7267990386313017,0.7016463851423503,0.0503053069779027,3951,3414.8009229147547,484.11355960879376
5-10%,0.7267990386313017,0.7808451399310617,0.7538220892811818,0.05404610129976006,3792,3050.535769508378,402.5384882748496
5-10%,0.7808451399310617,0.8389102078370584,0.8098776738840601,0.05806506790599664,3536,2647.704307927026,325.19975087050756
5-10%,0.8389102078370584,0.9012931000317808,0.8701016539344195,0.06238289219472237,3219,2243.5080647153904,256.4825304832275
5-10%,0.9012931000317808,0.9683148977997376,0.9348039989157592,0.0670217977679568,2983,1935.1264289111723,205.9154492721198
5-10%,0.9683148977997376,1.0403205586150097,1.0043177282073736,0.07200566081527215,2578,1556.6408981273576,154.1762423619323
5-10%,1.0403205586150097,1.1176806916182294,1.0790006251166195,0.07736013300321964,2389,1342.6756287126389,123.77973787986606
5-10%,1.1176806916182294,1.2007934651212615,1.1592370783697454,0.08311277350303214,2146,1122.6234415421475,96.33009571882413
5-10%,1.2007934651212615,1.2900866559574091,1.2454400605393352,0.08929319083614762,1816,884.238999634531,70.62313360424034
5-10%,1.2900866559574091,1.38601985122504,1.3380532535912244,0.09593319526763078,1720,779.5279672174631,57.9506686897803
5-10%,1.38601985122504,1.489086813756876,1.437553332490958,0.10306696253183611,1778,750.0400315203681,51.89919559646078
5-10%,1.489086813756876,1.5998180234898973,1.5444524186233868,0.11073120973302131,1770,694.9849272366536,44.76112585693342
5-10%,1.5998180234898973,1.7187834078161408,1.659300715653019,0.11896538432624348,1399,511.2923166768911,30.65097649132607
5-10%,1.7187834078161408,1.8465952749673606,1.7826893413917508,0.12781186715121984,1087,369.7690255107609,20.632649939993872
5-10%,1.8465952749673606,1.9839114655315202,1.9152533702494403,0.13731619056415956,1029,325.81103692851656,16.921533022258824
5-10%,1.9839114655315202,2.131438738321799,2.0576751019266597,0.14752727279027877,762,224.57159382120568,10.856208300694641
5-10%,2.131438738321799,2.289936408024979,2.210687573173389,0.15849766970318013,574,157.45671078866152,7.084903739086874
5-10%,2.289936408024979,2.4602202533520083,2.3750783306884937,0.17028384532702923,440,112.34439030824561,4.705151408895681
5-10%,2.4602202533520083,2.64316671580576,2.551693484578884,0.18294646245375157,302,71.77200699318271,2.7978648683768808
5-10%,2.64316671580576,2.839717410676809,2.7414420632412844,0.19655069487104893,255,56.40761803977826,2.046721905837001
5-10%,2.839717410676809,3.050883973485085,2.945300692080947,0.2111665628082764,177,36.4435167744816,1.230809356304881
5-10%,3.050883973485085,3.2777532668117577,3.1643186201484212,0.2268692933266725,141,27.021879835370186,0.8494454619808196
5-10%,3.2777532668117577,3.5214929743206373,3.3996231205661975,0.24373970750887963,63,11.237932722483555,0.32881816591987717
5-10%,3.5214929743206373,3.783357610761187,3.6524252925409124,0.2618646364405497,56,9.297867179741978,0.2532224144477933
5-10%,3.783357610761187,4.064694978886332,3.9240262948237596,0.2813373681251452,39,6.02711323139548,0.15278389963525965
5-10%,4.064694978886332,4.366953106518446,4.215824042702389,0.3022581276321139,23,3.308430472437537,0.07806200197025456
5-10%,4.366953106518446,4.691687699468186,4.529320402993316,0.3247345929497403,18,2.4099948470020243,0.052927724056693076
5-10%,4.691687699468186,5.040570148665986,4.866128924067086,0.34888244919779954,17,2.1185658277798813,0.04330703997703165
5-10%,5.040570148665986,5.415396132718431,5.227983140692208,0.37482598405244527,7,0.8119709919693627,0.015449217406289685
5-10%,5.415396132718431,5.818094860166397,5.616745496442414,0.40269872744796587,7,0.7557705186100505,0.013384598558464793
